timestamp,user_id,stress_level,recommended_activity,reward,view_time,view_count,novelty_bonus,interest_score
1773305540.5450482,5,0.79,0.6421274649433011,4,2,33.272897544882646,4,0.44612025564922625,0.7
1773305540.6717312,3,0.72,0.55100930013096,5,2,33.536667045721416,2,0.506654903225613,0.3
1773305540.790282,3,0.78,0.5914712375453587,4,1,34.263654456707364,4,0.37295447019222483,0.7
1773305540.9214342,3,0.32,0.25008290835334757,4,1,10.622430691787006,2,0.33301867806538826,0.7
1773305541.053873,3,0.51,0.3622642900029295,4,1,33.2850888841476,2,0.3711399588352328,0.3
1773305541.184,2,0.52,0.3845783414117611,3,1,21.357565538950134,4,0.29120534002856396,0.7
1773305541.2941244,1,0.39,0.21136114493681957,3,2,24.141475350324544,4,0.3710396670983252,0.7
1773305541.4048326,5,0.23,0.09455128875142513,4,2,23.949033180211735,3,0.4305245745009715,0.7
1773305541.54555,1,0.4,0.25668913482775424,4,2,30.80635166189547,3,0.44198881832976755,0.7
1773305541.6558213,4,0.29,0.1440582589534602,3,2,36.378849290798115,1,0.39128815331937294,0.7
1773305541.7997415,4,0.39,0.20607440133015936,3,1,19.70341632542635,1,0.2886666924030582,0.7
1773305541.935019,5,0.44,0.3145148425136141,4,1,17.52478580572314,4,0.34477265955156067,0.7
1773305542.073204,3,0.75,0.6368757600202197,5,1,34.42550167810813,2,0.4328848952100892,0.7
1773305542.1850963,4,0.62,0.5019040018747564,5,1,32.3092750132432,2,0.42938022368030226,0.7
1773305542.2960408,2,0.74,0.613893002289266,3,2,13.094837986435328,1,0.3523922114670905,0.7
1773305542.4216886,1,0.39,0.3204470103575576,5,1,20.91419287088153,1,0.4101699765715269,0.7
1773305542.5720131,1,0.39,0.322646470821508,5,2,28.456985319405046,2,0.4977313997469782,0.3
1773305542.700431,5,0.67,0.5415936388571336,4,1,11.584501072227425,3,0.3348853304121886,0.7
1773305542.8140676,2,0.2,0.033942744998176566,4,2,35.90851252837639,1,0.4505947785281355,0.7
1773305542.9355576,3,0.21,0.1303520354934355,5,1,15.288120971958953,3,0.4008386174602111,0.7
1773305543.059628,3,0.73,0.6387827113493694,5,2,22.889445094988588,1,0.4885595529572422,0.7
1773305543.1897347,3,0.6,0.4202502829345094,5,1,13.209010771623756,3,0.397823891679501,0.7
1773305543.3007104,3,0.41,0.2797570703245506,5,2,32.110030657285606,3,0.5041028109456822,0.7
1773305543.411644,2,0.62,0.5031042911430139,4,1,23.710351283742774,3,0.3550432828294277,0.7
1773305543.5663245,1,0.37,0.28607828932946944,4,2,12.882535746952383,3,0.4118485406096047,0.7
1773305543.7006888,5,0.75,0.6334616503792161,4,1,27.08688233061302,3,0.36066922645764854,0.7
1773305543.8284454,1,0.36,0.25721097006749605,3,1,19.234374309507714,4,0.28751984115054247,0.7
1773305543.938981,5,0.7,0.6127288346840057,4,2,25.500870586113535,1,0.4328941712207779,0.7
1773305544.0795822,3,0.75,0.6401318854580533,4,1,25.138245055843406,4,0.3573914816085111,0.7
1773305544.1910005,3,0.65,0.5075439154142839,4,1,28.900030373077293,2,0.3638077696690979,0.7
1773305544.3122203,1,0.79,0.6419783575873816,5,1,21.205324700536323,2,0.41100830522508397,0.3
1773305544.4296203,1,0.23,0.037046286276645274,3,1,13.339931986308027,4,0.2781015116889351,0.7
1773305544.5587993,4,0.62,0.5032032534567665,4,1,19.752515139429683,1,0.34844644392516066,0.3
1773305544.7069142,5,0.7,0.576210510821646,4,1,13.567356184856493,1,0.33816931300939673,0.7
1773305544.82787,5,0.44,0.3870765807900643,3,2,14.93699310938677,4,0.3551331439020893,0.7
1773305544.942861,2,0.24,0.09732750317427796,4,2,34.97715276125934,4,0.44893728083781465,0.3
1773305545.0653996,5,0.38,0.18504769601217752,5,1,15.681655725154096,1,0.402013378243202,0.7
1773305545.1942365,2,0.37,0.27036382408350124,3,1,17.20745906390328,1,0.28412746123146304,0.7
1773305545.3066304,1,0.31,0.1878469035894636,5,1,12.86836982483594,4,0.39699697197524064,0.7
1773305545.4178638,2,0.59,0.39403317284845496,5,1,21.37396399397705,2,0.411505124045477,0.3
1773305545.5705698,3,0.22,0.12540374512330296,5,1,39.855451173250216,4,0.44185143510236213,0.7
1773305545.6960611,3,0.61,0.4841832305840966,3,1,11.597515601975733,2,0.27489536813233106,0.7
1773305545.8347602,5,0.51,0.3661660575888603,3,1,10.324410107272762,3,0.27285460291963803,0.7
1773305545.9472108,2,0.53,0.3595170614516575,5,1,32.054494763850755,1,0.4291913311632188,0.7
1773305546.09862,5,0.58,0.3940952149656427,3,1,28.11707428724433,2,0.30269836201139516,0.3
1773305546.2163393,3,0.28,0.20752609404053335,5,2,11.465961953909833,3,0.46943606916666725,0.7
1773305546.3292556,3,0.48,0.4135542921972897,4,2,11.953828309498412,2,0.4102220528676096,0.7
1773305546.488224,1,0.55,0.4342112794676735,5,1,24.38904804141361,4,0.4161694626447515,0.7
1773305546.6176476,3,0.32,0.1766566297606352,4,2,21.552177811316056,4,0.4265653415182705,0.7
1773305546.7310565,5,0.57,0.49365099521876277,3,2,26.907404979410376,1,0.3751892454871995,0.7
1773305546.8496442,2,0.25,0.1631445301652305,4,2,33.214776655802666,4,0.44574881070726086,0.7
1773305546.971367,2,0.45,0.2530574482075344,3,2,30.889961361347225,3,0.3823695104186448,0.7
1773305547.0845098,3,0.7,0.5675756409755895,4,1,13.383538861007615,3,0.3379018077172892,0.3
1773305547.225025,1,0.25,0.18475684967970918,3,2,39.537354957064565,3,0.39618918577154894,0.7
1773305547.3876162,3,0.27,0.09360361643872162,3,1,22.319028814137702,1,0.2929921650829219,0.7
1773305547.581566,1,0.76,0.5715432388364667,5,1,24.583981881155303,4,0.41682135856049474,0.7
1773305547.7472963,4,0.7,0.5583095317082156,5,1,16.24879965069306,1,0.40271893985846813,0.7
1773305547.8841684,5,0.26,0.11445874983955098,5,2,21.85224681883873,3,0.48707534699045324,0.7
1773305548.045056,2,0.68,0.5368191692046593,4,2,14.889523583319695,3,0.41546018637744514,0.7
1773305548.1804671,2,0.42,0.33418159376242956,4,2,32.19566179880415,3,0.4440456191594093,0.7
1773305548.2925048,4,0.61,0.5220025940850181,4,2,32.00709909891245,2,0.4437411534914715,0.7
1773305548.4076257,5,0.55,0.36270832473025555,4,2,18.209420190177077,4,0.42119184618900896,0.7
1773305548.5199618,5,0.29,0.14860932874624405,4,2,13.16514250163573,4,0.4125781621900348,0.7
1773305548.6349041,5,0.47,0.3924836573672762,5,1,26.123042149385782,3,0.4188872271241569,0.7
1773305548.7544153,1,0.37,0.24784791556175556,3,1,15.743474525997044,2,0.2817888085899672,0.7
1773305548.9263937,3,0.35,0.20584336976053857,3,1,36.57269923206133,4,0.31660320355617977,0.7
1773305549.0701318,2,0.41,0.21715363957311667,5,1,10.261141994417786,2,0.39296971194595065,0.3
1773305549.2102249,1,0.46,0.26795557926021457,4,1,10.805841401819855,4,0.3338739355630288,0.7
1773305549.3229036,1,0.44,0.33339266254416977,3,1,12.465920362404113,4,0.2762562669558914,0.7
1773305549.4379747,3,0.35,0.22526582289063563,5,1,17.981700777886584,3,0.4055308050934698,0.7
1773305549.5583634,3,0.4,0.23414598416002957,4,1,27.09464359546621,4,0.36090408239705685,0.7
1773305549.6873932,1,0.2,0.12917723613455284,4,2,36.281305066670754,1,0.45078754421517914,0.7
1773305549.8233066,3,0.41,0.22750523379628484,3,1,37.71444978216278,2,0.31867864275152136,0.7
1773305549.9428287,4,0.2,0.060880478766391466,5,1,26.86407196788263,2,0.42039949112535563,0.3
1773305550.096965,2,0.51,0.395837043916536,4,1,14.415735503708035,3,0.339539959141889,0.7
1773305550.2212334,1,0.34,0.15525581196244598,3,2,14.817612686963976,2,0.35552736999110895,0.7
1773305550.3427334,5,0.7,0.5213066178933825,4,1,15.08743538976235,4,0.3409498458690837,0.7
1773305550.455806,1,0.49,0.4071847467075309,5,2,15.385381929212212,4,0.4760149718551697,0.7
1773305550.5743127,1,0.55,0.4092821387091964,3,2,23.48996437838552,1,0.36978317100645114,0.7
1773305550.7123106,2,0.33,0.25675761561537036,3,1,21.022605884918633,1,0.2903672672045952,0.7
1773305550.8319666,1,0.51,0.3796982131960655,4,2,27.418628284168108,1,0.43628407184756457,0.7
1773305550.9677277,1,0.2,0.05342113611732435,3,2,17.724512030359897,1,0.3602004582714052,0.7
1773305551.202276,1,0.51,0.40923812510112645,5,2,17.40275574734052,3,0.4794580213492792,0.7
1773305551.3163118,5,0.77,0.603000999079571,5,1,24.68144926616879,4,0.4168872442810899,0.7
1773305551.4278193,1,0.6,0.4518359066771126,4,1,38.27492398921787,4,0.37945827840198276,0.7
1773305551.5531805,3,0.55,0.4849712482141604,3,2,26.49742117535179,2,0.3744549980086226,0.7
1773305551.673434,1,0.28,0.22903200203908697,3,2,16.39710050337554,4,0.3575578568297833,0.7
1773305551.8302984,4,0.66,0.5591560539683618,5,1,34.52539461786707,4,0.4329961221202542,0.3
1773305551.9471555,4,0.78,0.6981696036561776,3,2,12.525842181132028,3,0.35124464041876724,0.7
1773305552.0767908,5,0.33,0.26109670141302005,3,1,21.533472985669384,4,0.2911991864864237,0.3
1773305552.217499,3,0.47,0.369394118436277,5,2,35.44587773824301,2,0.5095291893641084,0.7
1773305552.3423686,1,0.69,0.6310886073905595,5,1,37.0882828212972,2,0.43707890596890453,0.7
1773305552.4534748,2,0.74,0.6562264863890428,5,2,33.245619053114325,4,0.5057863458997732,0.7
1773305552.5665991,3,0.75,0.6893584988390304,4,2,16.267724629847436,2,0.4173857611383034,0.7
1773305552.7060895,1,0.67,0.4842189087923001,5,1,25.35816824026533,1,0.41809962864421024,0.3
1773305552.835107,1,0.6,0.5271628263889329,4,1,20.997935559731147,2,0.35032432654746837,0.7
1773305552.9663358,5,0.69,0.5647727761562582,5,1,24.930189164339748,2,0.41711383778119643,0.7
1773305553.0823858,4,0.26,0.1347274049149907,5,1,29.2087900549475,2,0.42424504343612834,0.7
1773305553.2152164,3,0.78,0.650147966828454,3,1,11.184808219943708,3,0.27422568118251145,0.7
1773305553.386097,1,0.6,0.524308771144238,5,1,17.01658697311072,2,0.40370158881836876,0.3
1773305553.5432823,2,0.56,0.38269756725262183,4,1,15.18098702381862,2,0.34109950598706085,0.7
1773305553.670167,2,0.61,0.46288860043793995,5,1,24.664332829793743,4,0.41676922268101885,0.7
1773305553.8290048,5,0.24,0.0923496938393864,5,1,31.491683972568985,3,0.4281505663320044,0.7
1773305553.9729266,5,0.39,0.28850873859165027,4,1,33.65339022248236,2,0.37154569438047486,0.3
1773305554.1035342,2,0.52,0.33286455774016455,4,1,21.010158511666944,1,0.35085904034294746,0.7
1773305554.2541718,1,0.25,0.10187510433182884,4,2,18.866813929608895,1,0.42211125191318827,0.7
1773305554.3812363,4,0.21,0.03676078516755399,3,1,38.0367560888292,3,0.319174169948128,0.7
1773305554.505203,2,0.58,0.42725711021024654,3,1,33.845830119472225,3,0.31209705986984093,0.7
1773305554.6368458,1,0.36,0.2999609593834707,5,1,31.08175326600763,3,0.4270730977927871,0.7
1773305554.7513802,4,0.48,0.42863470520005753,3,1,24.48515255065645,1,0.29603973141102713,0.7
1773305554.8703134,3,0.26,0.10996767062027579,4,1,25.781286360232123,4,0.35864395608259564,0.7
1773305554.995119,3,0.48,0.4028460286795124,4,1,38.1642696333184,4,0.37895430892647286,0.7
1773305555.1077514,1,0.36,0.18145688591742476,4,1,27.553101046109255,4,0.36172527909022034,0.7
1773305555.2459583,4,0.78,0.6713095210924911,5,2,27.643605326592112,3,0.49656178269940393,0.7
1773305555.4440207,1,0.74,0.6882405541674308,4,2,33.53718049551438,2,0.44612821833210387,0.7
1773305555.584565,2,0.46,0.33708537651574544,4,1,24.910718316470458,3,0.35707097966646323,0.7
1773305555.700166,2,0.33,0.1844545298981109,5,2,33.075768299664546,3,0.5057812351148994,0.7
1773305555.8145092,1,0.48,0.30854719614492193,3,1,37.4083779216473,2,0.3181188341534267,0.7
1773305555.9629042,3,0.26,0.209845447147732,3,1,25.09290377332069,2,0.297047201776703,0.7
1773305556.096658,4,0.24,0.10725129136620248,4,2,17.197652784073547,3,0.41926012382897465,0.7
1773305556.2262957,1,0.41,0.2500529078987547,4,1,24.267764563814133,3,0.35616603618747916,0.7
1773305556.358495,4,0.45,0.3645064055425234,4,2,14.275410467899968,2,0.4141770719548919,0.7
1773305556.4829774,4,0.6,0.44066828085037546,3,2,32.82471867254837,4,0.3854248571904206,0.7
1773305556.6499133,4,0.5,0.392102960006446,4,2,17.334075386368937,4,0.4193756623239192,0.7
1773305556.764536,3,0.72,0.5577575502966294,3,1,16.9108507062427,1,0.2839148422007364,0.7
1773305556.8773952,2,0.41,0.3586147290142967,3,1,18.258491015874668,3,0.2856620520792268,0.7
1773305557.0087817,4,0.36,0.20009074524591575,5,2,31.154584931329698,4,0.5026438998652762,0.7
1773305557.1426535,3,0.57,0.37399374908684146,4,2,30.788814656579145,2,0.4421967192234078,0.7
1773305557.2735987,3,0.5,0.44105355609884855,5,2,35.158784256712714,4,0.508863232758743,0.7
1773305557.3874292,5,0.44,0.2685581961139712,4,2,21.113463715014937,1,0.42596059430917865,0.7
1773305557.5634058,3,0.43,0.3608892054564523,3,2,19.635161998708064,4,0.36303626857329274,0.3
1773305557.7277353,5,0.55,0.4065889676101485,5,2,29.108243570807048,4,0.4991590889304327,0.7
1773305557.8758383,3,0.23,0.08726247612471805,3,1,27.507794042413128,2,0.30148864226146066,0.7
1773305558.0334828,2,0.63,0.488935775625644,3,2,25.966714762036357,3,0.37391264694641185,0.7
1773305558.165167,5,0.57,0.45144405674242355,5,1,29.34410858051865,1,0.4244403493788569,0.7
1773305558.3018286,2,0.37,0.2619517611641409,3,2,10.795160046259534,4,0.34847815048519387,0.7
1773305558.4526646,1,0.2,0.0016129484110996573,3,2,30.033934703913765,3,0.38094929957200635,0.7
1773305558.5739152,4,0.41,0.2795379576104279,5,2,18.000543109566223,4,0.4805879843733634,0.7
1773305558.7138278,1,0.66,0.5915245229247471,4,1,13.253058208400507,2,0.3373965699941728,0.7
1773305558.839816,3,0.23,0.1157765516571182,4,1,21.318695219011893,1,0.3510451642158961,0.7
1773305558.9777448,4,0.27,0.15781995049471387,3,1,29.19929645535602,4,0.3041703043150338,0.7
1773305559.0979352,5,0.24,0.11413185202717865,3,1,26.701684235124617,3,0.30006921372441875,0.7
1773305559.2555149,2,0.75,0.5942850723336774,4,2,33.93691057060461,1,0.4472622347921728,0.3
1773305559.4051878,5,0.31,0.16224836738869827,4,2,26.6977033108271,1,0.4351610545314627,0.7
1773305559.5835152,4,0.68,0.48582236608149143,5,1,29.648982077621355,1,0.42528876948200217,0.3
1773305559.7590683,4,0.72,0.6065154176055607,4,2,26.424649987392637,1,0.434551763933096,0.7
1773305559.8940406,2,0.7,0.5586745181682091,5,2,22.740336925564524,4,0.48853652621085064,0.7
1773305560.013507,1,0.39,0.23898406791878052,4,2,12.36366483042292,2,0.41128567974507035,0.7
1773305560.158652,2,0.25,0.07752540575007627,3,2,17.08268592822842,4,0.3592472788878387,0.7
1773305560.2771065,5,0.78,0.6914421355752914,5,1,24.32435009291802,2,0.4159390938781079,0.7
1773305560.400262,3,0.46,0.2728941482317478,3,2,28.5475952597508,3,0.3784213017658751,0.7
1773305560.5163589,3,0.24,0.15905793384726763,3,2,39.71588292699031,2,0.39655737750933784,0.7
1773305560.663082,1,0.24,0.159780676022455,3,2,21.317611985559843,1,0.3658903402671654,0.3
1773305560.776085,4,0.65,0.5099714484668437,5,1,32.491874317740766,2,0.42978325234480047,0.7
1773305560.9190857,3,0.76,0.7049940066979603,3,1,39.505814818559045,4,0.3210905516674576,0.7
1773305561.0366745,4,0.51,0.35808498631701297,5,1,12.835794251022016,1,0.39707660797994343,0.7
1773305561.1698787,1,0.35,0.22912788692739205,3,1,32.89437295019047,4,0.31036787942581084,0.7
1773305561.2888405,2,0.21,0.12664246356429876,3,1,10.191357167843966,4,0.27236070419370056,0.7
1773305561.4027236,4,0.68,0.5437579464914444,3,1,11.711225743957145,3,0.2751317988140504,0.7
1773305561.5420454,5,0.45,0.3167138939865525,3,2,16.001371213653382,3,0.3572687394998162,0.7
1773305561.6720898,5,0.76,0.6112822114015346,4,1,12.565631411112452,4,0.3366119490672138,0.3
1773305561.8042922,1,0.6,0.545589488640023,4,1,10.081128290011895,4,0.3320467277844731,0.7
1773305562.0195787,3,0.45,0.35076796428120616,3,1,36.93634759259413,3,0.31700712348172483,0.3
1773305562.1650186,3,0.63,0.5781289207887198,5,1,19.612430466430567,1,0.40792080396716834,0.3
1773305562.3026962,2,0.36,0.20880769209039385,3,1,13.554889002293558,2,0.2782718470560825,0.7
1773305562.4290216,5,0.61,0.5097695144715577,5,1,16.00994550403492,1,0.40213427969160287,0.3
1773305562.5523026,3,0.3,0.1177859358350451,4,2,24.731754459011352,4,0.43203955405376115,0.7
1773305562.7023506,3,0.23,0.14223506597930125,3,2,29.45457476984696,3,0.37948590015283806,0.7
1773305562.8193545,3,0.41,0.264219119321177,3,2,32.15331170176695,4,0.3842448667993329,0.7
1773305562.9565701,4,0.74,0.6043797071025234,3,1,28.826972893575075,3,0.30365524614066375,0.7
1773305563.1008396,1,0.6,0.503450561770497,5,2,20.618386206577707,1,0.48479844948299555,0.7
1773305563.2355886,1,0.47,0.30280863861015644,4,1,37.69688326094101,3,0.3785804998944893,0.7
1773305563.3573213,1,0.6,0.463440032373747,3,2,32.270084241040266,4,0.3843979935893852,0.7
1773305563.4944644,1,0.28,0.13108229136820548,5,2,22.460917471246347,3,0.48810499214092024,0.7
1773305563.6085763,1,0.2,0.029808716080291953,3,1,13.141926772509086,4,0.27766907206515384,0.7
1773305563.7372205,5,0.79,0.7002325881785856,5,1,26.961319928184945,3,0.42033948656683795,0.7
1773305563.8626463,1,0.39,0.3042082462495833,5,2,18.538813023618914,1,0.4812840845979084,0.7
1773305563.9882705,2,0.5,0.30748662147950767,4,2,28.22162078255729,1,0.43790234484093765,0.7
1773305564.1477017,3,0.26,0.11665633348430901,4,1,10.628416963593793,2,0.33335907477197696,0.7
1773305564.2932298,1,0.77,0.6946724088693298,3,2,23.874201030917895,2,0.37012930921161785,0.7
1773305564.4286017,1,0.78,0.6097064504210603,5,2,23.820828981045977,4,0.49046770260818184,0.7
1773305564.5447984,4,0.36,0.22287382910492515,3,2,39.27967842883535,3,0.3960831984837534,0.7
1773305564.677654,3,0.44,0.2996095173147002,5,2,25.970890242628826,1,0.49391657424313185,0.7
1773305564.8121934,5,0.44,0.31165987366134856,5,2,12.968383633270523,1,0.4721915032906414,0.7
1773305564.946044,3,0.69,0.6386383369137923,5,1,33.87742512610602,1,0.43169350269406465,0.7
1773305565.0617082,5,0.22,0.051419081313166165,5,2,21.647188187125533,3,0.48683726111263326,0.3
1773305565.1926086,3,0.23,0.1668112383096741,4,2,20.709882580535254,1,0.42480082039516526,0.7
1773305565.3371487,4,0.78,0.6719804463143908,4,1,15.09038918654879,2,0.3406367366358332,0.3
1773305565.4535122,1,0.43,0.35319763408410426,5,2,21.115436263492427,3,0.4855380044191089,0.7
1773305565.585713,3,0.59,0.5353244441928695,3,2,36.417238388582895,1,0.39094143731543696,0.7
1773305565.7022061,3,0.33,0.248481066525433,5,2,14.568912504656605,1,0.47464835604172995,0.7
1773305565.8328648,4,0.54,0.36652732640324537,3,1,27.242670111622196,2,0.3011850772172224,0.7
1773305565.947115,5,0.34,0.16112003854419882,5,1,28.610671778360285,1,0.4234894127904849,0.7
1773305566.0982726,2,0.7,0.6094353187300892,3,2,36.152253560898195,3,0.3906612970005449,0.7
1773305566.3079205,5,0.6,0.4577713653803026,5,1,16.346705795568937,4,0.40288453851507017,0.7
1773305566.455506,5,0.6,0.45860226553418226,3,2,11.017989010101116,2,0.3489996048219314,0.3
1773305566.5844486,5,0.42,0.3505198679333678,5,2,19.987712045509024,3,0.4836255140034816,0.3
1773305566.7336824,3,0.33,0.15934597973137538,3,2,13.700406554975011,3,0.3536019540161672,0.7
1773305566.8629212,4,0.49,0.34699150942271517,4,1,18.29541539055151,4,0.3461358971918503,0.7
1773305566.9992993,4,0.21,0.1243629606506402,4,2,35.037920491704774,3,0.4487819008299134,0.7
1773305567.1162634,3,0.5,0.447841280293636,3,1,17.631178431918222,3,0.284620011625209,0.3
1773305567.2487946,2,0.45,0.29307596925666074,4,2,32.51382522793487,4,0.4448958668515698,0.7
1773305567.3900619,1,0.78,0.7246110125834977,5,2,10.743630303498549,1,0.4681553009492052,0.7
1773305567.527522,3,0.79,0.5914409667063936,5,1,21.54127998520283,2,0.4117956489584926,0.7
1773305567.6462698,1,0.64,0.4586859655259211,5,2,32.58705361284521,1,0.5051276691765421,0.7
1773305567.7795157,5,0.36,0.2666677781976401,3,2,11.002714992067158,2,0.3487578533182225,0.7
1773305567.913666,3,0.25,0.09549935731494666,4,2,27.34138751122352,1,0.43626423207745524,0.7
1773305568.0436409,4,0.72,0.6030243461689372,5,2,32.27109149209063,3,0.5043115429290574,0.7
1773305568.160247,4,0.24,0.18299486400668574,3,2,31.363889634580573,4,0.3825296725029375,0.7
1773305568.2940955,1,0.68,0.4849301096140341,5,2,39.2712610079371,3,0.5163299161866319,0.7
1773305568.462514,2,0.24,0.06681893631814145,3,2,20.418889397971377,3,0.36481079711652065,0.7
1773305568.6631975,3,0.26,0.18182871103733061,5,2,16.773296217735805,2,0.4783072644965583,0.7
1773305568.8219538,3,0.74,0.6039470844059739,3,1,18.39380361031068,4,0.2862685774706909,0.7
1773305568.9612746,4,0.78,0.7254617234082359,3,1,38.23741045090717,4,0.31897443966284156,0.7
1773305569.0848792,1,0.62,0.45226938080889245,4,2,35.09497836503013,3,0.44924641839474355,0.7
1773305569.2197669,3,0.71,0.5636577149333126,5,2,35.698342232276175,1,0.5101557773365937,0.3
1773307083.7530646,2,0.39,0.33055986227296685,4,1,27.452989450743008,3,0.3610224630376766,0.7
1773307083.8777547,3,0.39,0.23915799625749534,3,2,29.372200376807488,1,0.37963245631152037,0.7
1773307083.989749,1,0.53,0.43796813316168814,3,1,11.177854595122472,4,0.27404390105930987,0.7
1773307084.1196804,2,0.34,0.27739465705369876,5,1,37.84812828044957,2,0.4383619378440077,0.7
1773307084.2615504,2,0.39,0.33535993675043635,3,1,38.96457830454547,4,0.32018684412553217,0.7
1773307084.3924363,4,0.64,0.5745917538558818,5,1,26.94290494079351,3,0.4201991786756377,0.7
1773307084.5039475,4,0.75,0.6805465272439178,3,2,37.94821021717679,2,0.39355955765603035,0.7
1773307084.615347,4,0.78,0.7287874107951011,4,2,39.841797488975345,2,0.45663345246638093,0.7
1773307084.750821,2,0.62,0.5072357416823347,4,2,24.46068284713107,3,0.43127524390764793,0.7
1773307084.8784425,5,0.48,0.3127727788465853,3,2,35.07758031853129,4,0.3892151563594092,0.7
1773307085.010198,4,0.73,0.6594240984638502,5,2,17.536343610432027,3,0.47954483090763267,0.7
1773307085.1208546,1,0.51,0.37306734521690754,3,1,38.61668803881787,2,0.31997734367788705,0.7
1773307085.2680252,4,0.5,0.30506267506635903,5,1,33.35856169606779,3,0.43147482078898103,0.7
1773307085.405413,1,0.57,0.48006488243750467,4,1,10.689893464379239,1,0.3332211971363299,0.7
1773307085.5322728,2,0.47,0.3456376005517246,5,2,16.86155545660612,4,0.47866222322519414,0.7
1773307085.6697044,2,0.37,0.24091671941590925,4,1,12.44962013005946,1,0.33633024164606085,0.7
1773307085.8189478,2,0.73,0.610532254334462,3,1,27.671487483607194,4,0.30165675066150693,0.7
1773307085.9480708,1,0.63,0.4611824241623599,5,1,19.847957636716,4,0.40883960848579604,0.7
1773307086.0704453,5,0.6,0.5381203478781569,5,1,15.470439119784444,1,0.40106252363418904,0.7
1773307086.1813526,2,0.33,0.1404829116885854,3,1,22.447146550127343,3,0.29326473781428025,0.7
1773307086.29295,2,0.49,0.29932681114180565,5,2,20.55446896981302,1,0.48511547763288354,0.7
1773307086.441927,5,0.72,0.6233735603901419,4,1,36.96870730477107,3,0.37704933115286277,0.7
1773307086.5921185,1,0.3,0.15120821840014265,3,2,39.78155608237862,4,0.3969721564878304,0.7
1773307086.7918146,2,0.45,0.39667324310902624,4,1,12.257721826523891,3,0.3356695067835492,0.7
1773307086.949836,2,0.57,0.470608917658818,3,2,35.93728685750911,2,0.3903427379663838,0.7
1773307087.0628324,5,0.7,0.529279924715719,4,2,22.258037813483387,2,0.4278649700279182,0.7
1773307087.1900625,3,0.45,0.36620257715308846,3,1,30.31993357567383,4,0.3059103110289342,0.7
1773307087.317619,5,0.78,0.65370654433355,5,2,29.593161403990607,3,0.49989025622381666,0.7
1773307087.4448113,5,0.49,0.3171912553528734,5,2,15.349200192265648,1,0.47635963967135486,0.7
1773307087.5734236,1,0.62,0.43052212507056153,5,1,27.049103322606857,2,0.4209344893081939,0.7
1773307087.6864827,2,0.29,0.12240467795149584,3,2,18.742294219228437,1,0.36199133598126565,0.7
1773307087.817027,4,0.29,0.14479003728946294,4,1,16.27382970028748,1,0.34277649433267654,0.7
1773307087.9533973,4,0.78,0.6068171472740551,5,1,24.29532342495028,3,0.4162715285455172,0.7
1773307088.083744,1,0.64,0.5213078880213768,3,2,12.59814067372389,1,0.35153101562677697,0.7
1773307088.193693,2,0.27,0.1411391649975794,3,1,29.755796242371503,3,0.3051728674947968,0.7
1773307088.308958,2,0.68,0.5131409269752196,4,1,10.796123582328383,4,0.33374440513249215,0.7
1773307088.432356,4,0.73,0.5467560823476773,4,2,22.437247886177232,4,0.42822001077306415,0.7
1773307088.5513737,4,0.33,0.19395151677425776,3,2,21.83782878065987,2,0.3670085994756156,0.7
1773307088.6668992,4,0.79,0.7242453103896567,4,2,12.116710646669777,1,0.4104904138476962,0.7
1773307088.781417,4,0.79,0.6869281196158994,3,2,26.61693858969185,3,0.3748253877778815,0.7
1773307088.91167,4,0.37,0.27360367460802804,4,2,35.870925936174444,1,0.4502186600245546,0.7
1773307089.0486453,3,0.71,0.6127998832967254,4,2,25.900263596854877,3,0.4336045065199229,0.7
1773307089.160661,1,0.57,0.4655436889044098,3,2,11.902366599406202,2,0.35030733106560713,0.7
1773307089.2913837,1,0.49,0.3239539622156755,5,1,36.227896404680024,3,0.43612703451116286,0.7
1773307089.4170954,1,0.67,0.5780352255148555,4,1,39.1064009432438,4,0.3805911763905895,0.7
1773307089.557942,5,0.66,0.5982282193173325,4,2,13.570531459676545,2,0.4128955254458662,0.7
1773307089.6993458,5,0.79,0.5903009876945053,3,2,20.29056145454667,1,0.3647162479796192,0.7
1773307089.830791,3,0.64,0.4782374726346922,5,1,28.470130728277606,4,0.42317814925360653,0.7
1773307089.9759314,3,0.29,0.10919791636734216,3,1,31.55966393502768,4,0.30841304926805974,0.7
1773307090.1119444,5,0.47,0.3126890722155958,5,2,10.02890245099956,2,0.4674227365933624,0.7
1773307090.225697,3,0.54,0.4895384958766267,3,2,38.398626039704126,1,0.3942247868347287,0.7
1773307090.3580818,2,0.58,0.4439643377101442,5,2,15.879870620068614,1,0.47707861151375197,0.7
1773307090.474401,2,0.56,0.4459698566957771,3,2,23.71582898983982,2,0.370039517294602,0.7
1773307090.5926936,4,0.24,0.10595517271248078,5,1,35.819939270383315,2,0.435303100506766,0.7
1773307090.7537918,4,0.46,0.3249809183401307,5,1,32.291860038386766,2,0.42942735259811404,0.7
1773307090.870032,2,0.79,0.7359370662887856,3,1,19.3039748977086,1,0.28741657469788146,0.7
1773307091.0029523,1,0.69,0.5796674355263476,4,1,26.802014032940424,3,0.36016651992836546,0.7
1773307091.1430678,4,0.72,0.5392589765645817,4,1,23.7925918578922,3,0.35546765436861305,0.7
1773307091.2805974,5,0.48,0.4202982999883693,3,2,21.33665748087441,3,0.36582975345150964,0.7
